"individual.local.identifier","species","stop_id","timestamp","lc","location.long","location.lat"
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.32273541259,-15.2031463002855
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.32278924898,-15.2032149409108
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3227805553062,-15.2031649344992
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3228038725831,-15.2032020012361
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3228788729944,-15.2032673150419
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3228255169365,-15.2032362020622
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3228126223558,-15.2031382277647
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.322822610751,-15.2033492119367
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.322821203889,-15.2030657946823
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.322768456301,-15.2031923750583
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3228686678024,-15.2032615033943
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3227333611865,-15.2032636972535
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3228481159365,-15.2032336998702
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3227809897152,-15.2029816505933
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3228318529504,-15.2031927224627
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3227706276211,-15.203192779478
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3228865672767,-15.2031449447141
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3227837487356,-15.2031976879948
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3228557388281,-15.203135975896
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3228748230951,-15.2032164612736
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3227861067098,-15.2031750457343
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3228056541511,-15.2033276475425
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.322823776877,-15.2032572211367
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3228350505087,-15.2032509904976
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.322948001372,-15.203231598832
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3227886726645,-15.2032375287443
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3228897141244,-15.2030950287677
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3228355625097,-15.2032741091954
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3228790697404,-15.2031541021351
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3227554816658,-15.2030560228279
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3229511528959,-15.2031612185333
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3227297602652,-15.2031026164613
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.322764662413,-15.2033146941452
"KCV","HUGO",57,2019-09-12 20:13:00,"G",-64.322832314753,-15.2028874425831
